Source,TimeFinished," On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)"," ""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?", How many WEEKS do you think it'll take before your daily life returns to normal (like before COVID-19)? ," How are you doing financially today, compared to a year ago?"," Over the past week, have you been continually worried or anxious about a number of events or activities in your daily life?","In the past 3 days, did you work from home (WFH)?"," In the past 48 hours, I... (check all that apply)",,,,,,,,,,, Is any of your loved ones at higher risk of COVID-19? (check all that apply),,,,,What is your gender?,What is your annual household income?,What year were you born?,What is the zip code (i.e. postcal code) of the place you currently live in?,What country do you currently live in?,What is your employment status?,What is your ethnicity?,What industry are you part of?
Google2,3/25/20 12:14,3,2,Strongly agree,12,About the same,Yes,"Yes, for other reasons",,,,,,,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,"Between $100,000 and $124,999",1985,94403,USA,Self-employed,Asian/Asian American,Consulting
Google2,3/25/20 12:16,2,2,Strongly agree,104,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Female,"Between $150,000 and $199,000",1990,78745,USA,Employed full-time,Caucasian,Professional Services
Google2,3/25/20 12:32,4,2,Strongly agree,6,Somewhat better,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Female,"Between $100,000 and $124,999",1996,94110,USA,Employed full-time,Caucasian,Education
Google2,3/25/20 12:40,4,3,Agree,12,Significantly worse,No,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,"More than $200,000",1986,94133,USA,Employed full-time,"Caucasian, Hispanic/Latinx",Technology
Google2,3/25/20 12:43,3,1,Strongly agree,25,About the same,No,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",,Male,"Between $75,000 and $99,999",1986,94705,USA,Employed full-time,Caucasian,"Computers (Hardware, software, internet)"
Google2,3/25/20 12:49,9,8,Strongly agree,8,About the same,No,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Male,"More than $200,000",1968,N18AJ,UK,Employed full-time,Caucasian,Finance/Banking/Insurance
Google2,3/25/20 12:52,4,4,Strongly agree,18,Significantly worse,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"Between $150,000 and $199,000",1989,78613,USA,Employed full-time,Caucasian,Finance/Banking/Insurance
Google2,3/25/20 13:00,4,3,Strongly agree,24,Somewhat better,Yes,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"Between $100,000 and $124,999",1983,94112,USA,Employed full-time,Caucasian,Professional Services
Google2,3/25/20 13:24,10,5,Strongly disagree,3,About the same,No,"Yes, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,,,,,,,,,,,"Yes, due to their age (60+)",Male,"More than $200,000",1988,94102,USA,Self-employed,Caucasian,"Arts/Entertainment/Recreation, Telecommunications"
Google2,3/25/20 13:46,5,6,Strongly agree,6,Somewhat worse,No,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,,,,Male,"Between $50,000 and $74,999",1992,94117,USA,Employed full-time,Asian/Asian American,"Computers (Hardware, software, internet)"
Google2,3/25/20 14:35,3,3,Strongly agree,12,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,"Between $150,000 and $199,000",1986,94103,USA,Employed full-time,Asian/Asian American,Biotechnology
Google2,3/25/20 14:46,4,3,Strongly agree,24,Significantly worse,Yes,"Yes, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",,Female,"Between $25,000 and $49,999",1990,10025,USA,Self-employed,Caucasian,Arts/Entertainment/Recreation
Google2,3/25/20 14:55,5,2,Agree,12,Somewhat worse,No,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"Between $50,000 and $74,999",1984,94103,USA,Self-employed,Caucasian,Mental health
Google2,3/25/20 15:04,3,2,Strongly agree,50,About the same,Yes,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,,,"Yes, due to their age (60+)",Male,"Between $100,000 and $124,999",1984,94025,USA,Employed part-time,Asian/Asian American,"Computers (Hardware, software, internet)"
Google2,3/25/20 15:19,3,4,Agree,10,About the same,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,"More than $200,000",1983,60304,USA,Employed full-time,Asian/Asian American,"Construction, Engineering (except software engineering)"
Google2,3/25/20 16:05,1,1,Agree,30,Somewhat better,No,"Yes, my employer/school gave an option to WFH",,,,,,,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"Between $150,000 and $199,000",1991,94709,USA,Employed full-time,"Caucasian, Hispanic/Latinx","Computers (Hardware, software, internet)"
Google2,3/25/20 16:17,4,3,Strongly agree,12,Somewhat worse,No,"No, I'm not employed or in school",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Prefer not to say,"More than $200,000",1977,94501,USA,Not employed,Caucasian,Unemployed
Google2,3/25/20 16:28,3,2,Strongly agree,6,Somewhat worse,Yes,"Yes, for other reasons",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,No,,,,,Male,"Between $100,000 and $124,999",1987,94025,USA,Self-employed,Caucasian,Real Estate/Rental/Leasing
Google2,3/25/20 17:05,3,4,Strongly agree,12,Somewhat worse,No,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,Prefer not to say,1987,10003,USA,Employed full-time,Caucasian,"Computers (Hardware, software, internet)"
Google2,3/25/20 17:21,2,1,Strongly agree,18,About the same,Yes,"No, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"Between $50,000 and $74,999",1985,89183,USA,Employed full-time,Asian/Asian American,Medical/ Healthcare
Google2,3/25/20 17:39,7,3,Agree,12,About the same,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,"Between $150,000 and $199,000",1979,80435,USA,Prefer not to say,Caucasian,Finance/Banking/Insurance
Google2,3/25/20 18:06,1,1,Strongly agree,12,About the same,Yes,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,"More than $200,000",1985,15224,USA,Employed full-time,Caucasian,Engineering (except software engineering)
Google2,3/25/20 19:25,3,4,Strongly disagree,6,Somewhat worse,Yes,"Yes, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,"More than $200,000",1968,12866,USA,Self-employed,Caucasian,Agriculture/Forestry/Fishing
